,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT3G50930,3913.432156,7.047722836,0.347212934,20.29798471,1.34E-91,8.06E-89
AT3G50970,119.1554729,3.747111651,0.837704716,4.473069782,7.71E-06,8.48E-05
AT3G51180,168.4830357,2.221622237,0.550174888,4.038029152,5.39E-05,0.000489853
AT3G51430,276.2204973,2.567735983,0.417872279,6.144786607,8.01E-10,1.56E-08
AT3G51440,101.8992558,3.560434729,1.01798512,3.497531209,0.000469586,0.003312051
AT3G51450,973.821265,5.657897808,0.483299247,11.70682107,1.18E-31,1.04E-29
AT3G51790,242.140616,2.539349601,0.437063165,5.810028851,6.25E-09,1.11E-07
AT3G51860,17.45669206,5.604847375,2.089882422,2.681896032,0.007320621,0.033978131
AT3G51890,192.8047893,2.362276919,0.698942502,3.379787195,0.00072542,0.004803192
AT3G52400,857.2634896,4.46899641,0.466034235,9.589416549,8.86E-22,4.52E-20
AT3G52430,435.3191103,4.246769039,0.517385145,8.208138722,2.25E-16,7.83E-15
AT3G52450,29.56661201,5.828522894,1.425158517,4.089736563,4.32E-05,0.000400217
AT3G52520,340.8963049,5.991387396,0.575007769,10.41966339,2.02E-25,1.25E-23
AT3G52800,1044.664124,3.402225053,0.307970504,11.04724319,2.26E-28,1.72E-26
AT3G52820,79.47154186,2.938000791,0.9261426,3.172298513,0.001512375,0.00906577
AT3G52870,941.4099079,3.922315809,0.317399246,12.3576721,4.43E-35,4.53E-33
AT3G53150,18.52783991,7.762219117,1.888076753,4.111177739,3.94E-05,0.000370508
AT3G53230,124.542285,2.327700813,0.595115617,3.911342177,9.18E-05,0.000783446
AT3G53260,5266.217746,4.217314964,0.254260357,16.58660048,8.71E-62,2.43E-59
AT3G53450,22.86385299,4.430615738,1.628215597,2.721148076,0.006505561,0.03076635
AT3G53600,144.0257052,6.254030969,0.850955491,7.349421953,1.99E-13,5.37E-12
AT3G53810,720.1424758,4.503437943,0.473609598,9.508755659,1.93E-21,9.55E-20
AT3G53830,21.03765099,3.92749108,1.408469598,2.78848126,0.005295581,0.026099828
AT3G53980,160.839234,3.883547079,0.79920878,4.859239761,1.18E-06,1.49E-05
AT3G54100,191.1240669,2.26475183,0.567043228,3.993966808,6.50E-05,0.000576083
AT3G54150,574.2738282,8.394396658,0.535895856,15.66423134,2.66E-55,6.16E-53
AT3G54520,64.92301119,6.151966187,1.089336826,5.647441672,1.63E-08,2.70E-07
AT3G54530,66.34128993,9.600941825,1.423823207,6.743071596,1.55E-11,3.61E-10
AT3G54640,1488.02669,3.558479552,0.343285615,10.36594427,3.54E-25,2.14E-23
AT3G54950,95.50495425,2.027363392,0.651357292,3.112521219,0.001854967,0.010757578
AT3G55240,14.56524373,7.409402926,2.374277932,3.120697382,0.001804233,0.010501326
AT3G55430,1303.133746,2.171992062,0.350248431,6.201289907,5.60E-10,1.11E-08
AT3G55470,220.3248039,3.415734708,0.628192984,5.437397094,5.41E-08,8.31E-07
AT3G55560,183.8141192,2.586257244,0.466113253,5.548559766,2.88E-08,4.60E-07
AT3G55620,1490.023102,3.124616153,0.359065454,8.702079566,3.26E-18,1.34E-16
AT3G55730,64.94477017,3.746666493,0.834175739,4.491459432,7.07E-06,7.85E-05
AT3G55840,133.1665369,2.404904317,0.60505107,3.97471294,7.05E-05,0.000620271
AT3G55880,250.7581835,3.028954253,0.585358072,5.174532301,2.28E-07,3.24E-06
AT3G55950,843.5101297,6.393501492,0.37308385,17.13690233,7.87E-66,2.53E-63
AT3G55960,412.5592347,2.423176611,0.396718855,6.108044983,1.01E-09,1.94E-08
AT3G55970,692.0814145,7.507611492,0.423457273,17.72932472,2.49E-70,8.56E-68
AT3G55980,2629.404535,4.124147127,0.216660371,19.03507828,8.74E-81,4.31E-78
AT3G56060,35.21275369,3.86750774,1.132898943,3.413815296,0.0006406,0.004309775
AT3G56170,189.362772,2.539830179,0.620538485,4.092945466,4.26E-05,0.000395827
AT3G56360,430.06174,3.243824042,0.568847747,5.702446844,1.18E-08,2.01E-07
AT3G56400,1428.856393,4.230267771,0.235738513,17.94474611,5.28E-72,1.92E-69
AT3G56410,772.7106855,2.800805869,0.300704778,9.314138223,1.23E-20,5.81E-19
AT3G56710,557.0230543,5.496378173,0.389895773,14.09704478,3.96E-45,6.30E-43
AT3G56880,581.4434485,2.157890158,0.281943978,7.65361321,1.95E-14,5.86E-13
AT3G57090,376.4644198,2.289195238,0.398598852,5.74310545,9.30E-09,1.61E-07
AT3G57280,502.389335,2.317324996,0.314123084,7.377124166,1.62E-13,4.40E-12
AT3G57330,1854.021818,2.634778902,0.228929725,11.50911662,1.19E-30,1.01E-28
AT3G57380,15.07629785,5.557271422,2.201773983,2.523997225,0.011602884,0.04956332
AT3G57450,1251.02192,4.220658635,0.292353294,14.43684311,3.03E-47,5.26E-45
AT3G57460,351.4764946,12.00411269,1.241170899,9.671603399,3.98E-22,2.07E-20
AT3G57490,95.58396892,2.237973453,0.88487361,2.529144759,0.011434086,0.049005407
AT3G57530,1510.962779,4.528400987,0.281212052,16.10315402,2.42E-58,6.22E-56
AT3G57630,366.2399043,2.981661351,0.372880618,7.996289445,1.28E-15,4.23E-14
AT3G57700,29.43716793,3.655066159,1.327395006,2.75356329,0.005895037,0.028395314
AT3G57740,32.97717194,5.148989579,1.663475034,3.095321224,0.001965999,0.011292611
AT3G57750,287.1554768,2.367788357,0.539066604,4.392385543,1.12E-05,0.000119489
AT3G57760,122.4957151,2.295381526,0.587051451,3.910017632,9.23E-05,0.000787056
AT3G57950,16.63944606,6.599864533,2.314231158,2.851860545,0.004346416,0.022108833
AT3G58150,114.780565,6.097478422,0.954054614,6.391120937,1.65E-10,3.42E-09
AT3G58490,232.7278232,3.028341621,0.529887222,5.715068218,1.10E-08,1.87E-07
AT3G58660,880.7308807,2.046089005,0.354242129,5.775961799,7.65E-09,1.34E-07
AT3G59080,463.7211139,3.335608958,0.530728674,6.284960885,3.28E-10,6.64E-09
AT3G59350,1323.372832,2.619313566,0.273323135,9.583212082,9.41E-22,4.79E-20
AT3G59660,482.6475562,2.646399764,0.380551316,6.954120646,3.55E-12,8.69E-11
AT3G59690,360.4261072,2.330565763,0.339592081,6.862838959,6.75E-12,1.62E-10
AT3G59700,214.6236438,4.732051183,0.766298257,6.175208075,6.61E-10,1.30E-08
AT3G60120,329.3345423,3.390794001,0.53756127,6.307734935,2.83E-10,5.77E-09
AT3G60415,325.7219517,4.886299154,0.473419665,10.32128472,5.65E-25,3.36E-23
AT3G60680,139.8164724,2.038667847,0.64482554,3.16158049,0.001569154,0.009347906
AT3G61111,16.98452344,7.639044662,2.420868253,3.155497889,0.001602244,0.009524397
AT3G61190,180.2189381,4.439762056,0.614325202,7.227055059,4.94E-13,1.30E-11
AT3G61630,291.6007785,4.25256857,0.526154891,8.082351116,6.35E-16,2.13E-14
AT3G62150,1450.64583,4.530612781,0.37906723,11.95200328,6.34E-33,6.01E-31
AT3G62260,241.6800612,3.77160925,0.431875963,8.73308444,2.48E-18,1.03E-16
AT3G62770,477.685523,2.002392046,0.411948556,4.8607818,1.17E-06,1.48E-05
AT3G63050,106.071626,2.749083666,0.832488093,3.302249834,0.000959126,0.006151702
AT3G63060,10.54089566,6.93818009,2.513740487,2.760101978,0.005778332,0.027924011
AT3G63310,247.6673069,2.703945642,0.633366074,4.269167159,1.96E-05,0.000198348
AT3G63380,1954.377876,7.690557319,0.324741111,23.68211799,5.51E-124,7.58E-121
AT3G63390,185.3612871,3.718045811,0.719706546,5.166058068,2.39E-07,3.38E-06
AT3G63400,565.4322366,2.122564414,0.373718411,5.679582148,1.35E-08,2.27E-07
AT4G00290,302.7829023,2.332587016,0.470254986,4.960260044,7.04E-07,9.22E-06
AT4G00300,893.8252657,2.659190407,0.267115272,9.955216654,2.39E-23,1.32E-21
AT4G00330,343.5432735,2.095838296,0.454593381,4.610358148,4.02E-06,4.70E-05
AT4G00335,105.6885984,2.714794777,0.871153476,3.11632204,0.001831222,0.01062948
AT4G00360,107.3903514,3.052738329,0.901641739,3.385755337,0.000709826,0.004709665
AT4G00540,51.12208444,8.251464924,1.469347943,5.615732449,1.96E-08,3.19E-07
AT4G00700,41.92132035,7.952828851,1.710206141,4.65021652,3.32E-06,3.93E-05
AT4G00820,79.04580297,3.190951365,1.019659486,3.129428412,0.001751467,0.010259356
AT4G00850,56.82482706,2.297050674,0.841901172,2.728408927,0.006364066,0.030201071
AT4G00910,86.20316286,2.621559848,0.728983987,3.596183036,0.000322921,0.002399836
AT4G00970,64.8607507,4.740943625,0.946979588,5.006384177,5.55E-07,7.40E-06
AT4G01010,427.5554682,6.125644223,0.539464691,11.35504199,7.00E-30,5.73E-28
AT4G01360,39.18532673,7.88556783,1.597454413,4.93633356,7.96E-07,1.03E-05
AT4G01370,642.6958042,2.220709634,0.444398063,4.997118168,5.82E-07,7.74E-06
AT4G01540,15.33850258,4.731336111,1.668939579,2.834935531,0.004583493,0.023082962
AT4G01700,508.9478404,5.982618903,0.418447309,14.29718574,2.28E-46,3.88E-44
AT4G01750,89.40600953,6.861334935,1.029307888,6.665969451,2.63E-11,6.00E-10
AT4G01870,2490.493283,4.744292938,0.248723029,19.07460264,4.11E-81,2.08E-78
AT4G01895,127.2826337,3.817184449,0.847787356,4.502525806,6.72E-06,7.49E-05
AT4G01985,41.49415991,8.920880806,1.618685191,5.511189485,3.56E-08,5.60E-07
AT4G02040,50.82415003,2.633252943,0.954339764,2.759240517,0.005793588,0.027962632
AT4G02200,248.7132244,2.446875468,0.410908186,5.95479854,2.60E-09,4.79E-08
AT4G02380,3147.12293,6.450532891,0.247158077,26.09881484,3.76E-150,9.05E-147
AT4G02410,258.5250775,3.939430869,0.564275631,6.981394641,2.92E-12,7.19E-11
AT4G02520,2653.798731,5.496970279,0.240462636,22.85997676,1.16E-115,1.24E-112
AT4G02550,152.8028935,2.54017732,0.726121288,3.498282397,0.000468265,0.003303946
AT4G03292,14.70539301,4.918701146,1.806157162,2.723296317,0.006463406,0.030604584
AT4G03320,142.7049077,4.622722063,0.554208759,8.341120545,7.36E-17,2.67E-15
AT4G03430,2309.303801,2.697297181,0.228852048,11.78620515,4.60E-32,4.16E-30
AT4G03450,28.60132768,4.088401583,1.399287055,2.921774748,0.003480432,0.018333702
AT4G03460,13.93012666,4.65926788,1.821271536,2.558249985,0.010520044,0.045756947
AT4G04220,232.8776702,4.191079434,0.627468664,6.679344601,2.40E-11,5.49E-10
AT4G04360,34.14536766,3.902210921,1.189291126,3.281123381,0.001033945,0.006552971
AT4G04415,14.48268857,7.398929662,2.710709871,2.729517364,0.006342711,0.030122008
AT4G04490,537.9578681,5.80170959,0.386932096,14.99412855,8.02E-51,1.59E-48
AT4G04500,45.99154294,8.096359865,1.517652075,5.334793131,9.57E-08,1.43E-06
AT4G04540,123.8829644,8.684008524,1.209468095,7.180022824,6.97E-13,1.80E-11
AT4G04960,661.963982,2.768278525,0.373415093,7.413408228,1.23E-13,3.42E-12
AT4G05018,88.65436949,7.442615955,1.289581282,5.771343039,7.86E-09,1.38E-07
AT4G05020,945.5167291,3.051899461,0.409168979,7.458775259,8.73E-14,2.47E-12
AT4G05440,198.719288,2.919280828,0.465011575,6.277867018,3.43E-10,6.92E-09
AT4G06746,179.7479581,7.414081233,0.858208575,8.639020223,5.67E-18,2.28E-16
AT4G08180,444.214358,2.444281746,0.368865097,6.626492357,3.44E-11,7.78E-10
AT4G08500,685.7021717,2.324340024,0.301839827,7.700574327,1.35E-14,4.11E-13
AT4G08510,169.7274516,2.536586936,0.708035205,3.58257177,0.000340228,0.002514866
AT4G08555,988.6976817,5.8386851,0.938316513,6.222511291,4.89E-10,9.77E-09
AT4G08590,26.55353946,4.3639345,1.346538631,3.240853548,0.001191724,0.007425802
AT4G08770,738.7799035,9.266114699,0.592783436,15.63153445,4.44E-55,1.02E-52
AT4G08780,43.68535741,5.684021654,1.289652099,4.407406973,1.05E-05,0.000112243
AT4G08940,156.2818354,2.152851965,0.591388382,3.640335235,0.000272283,0.002064163
AT4G09012,24.10867742,4.448772631,1.318304972,3.374615681,0.000739188,0.004881961
AT4G09130,49.26648496,9.175834564,1.873927553,4.89657914,9.75E-07,1.25E-05
AT4G09570,444.3085292,3.276268219,0.391687536,8.364494435,6.04E-17,2.20E-15
AT4G10390,124.8143414,2.865281985,0.682717238,4.196879507,2.71E-05,0.000264275
AT4G10960,21.89492125,4.963721445,1.726999409,2.87418827,0.004050674,0.020802395
AT4G11000,123.4974515,5.275457956,0.921821093,5.72286531,1.05E-08,1.80E-07
AT4G11170,222.3409025,8.072135117,0.790222853,10.21501098,1.70E-24,9.85E-23
AT4G11280,2855.933706,4.635837287,0.227061177,20.41668833,1.19E-92,7.38E-90
AT4G11300,113.0533062,2.325305393,0.650890096,3.572500807,0.000353588,0.002600638
AT4G11320,116.7963953,2.021588387,0.742580699,2.72238208,0.006481316,0.030672654
AT4G11330,141.8369176,3.205044792,0.704613748,4.548654918,5.40E-06,6.15E-05
AT4G11360,250.3636529,2.965462072,0.497107352,5.965435963,2.44E-09,4.50E-08
AT4G11370,208.0860077,4.987831958,0.733006473,6.804621978,1.01E-11,2.40E-10
AT4G11470,48.4675821,3.880456775,1.442879941,2.689382994,0.007158424,0.033353992
AT4G11480,38.95035897,8.836030972,1.598869057,5.526425654,3.27E-08,5.17E-07
AT4G11521,140.020581,4.750872324,0.777575834,6.109850794,9.97E-10,1.92E-08
AT4G11530,37.37556704,5.730030222,1.675403913,3.420088837,0.000626007,0.004223407
AT4G11850,1237.189038,3.717522604,0.395943052,9.389033551,6.06E-21,2.90E-19
AT4G11890,205.0850182,10.26865355,1.256289733,8.173794055,2.99E-16,1.03E-14
AT4G12120,254.8402382,2.702786922,0.630020794,4.289996376,1.79E-05,0.000182417
AT4G12250,118.9516031,2.09928175,0.670412604,3.131327989,0.001740177,0.010205645
AT4G12710,170.4323071,2.065466575,0.665002748,3.105951938,0.001896675,0.010966419
AT4G12720,1322.643653,4.777914951,0.252799979,18.89998163,1.14E-79,5.36E-77
AT4G12730,733.5875788,2.001446919,0.386148164,5.183106131,2.18E-07,3.11E-06
AT4G12731,14.53832947,7.402663042,2.407535891,3.074788239,0.002106521,0.011995949
AT4G12735,677.8941778,12.95431673,1.2297397,10.53419414,6.01E-26,3.87E-24
AT4G12790,687.8076637,2.415316807,0.287497775,8.40116697,4.42E-17,1.63E-15
AT4G13110,160.9675202,2.179009534,0.522103359,4.173521388,3.00E-05,0.000289955
AT4G13180,168.8948465,2.032473787,0.513448786,3.958474226,7.54E-05,0.000658746
AT4G13395,99.39653057,4.656517678,1.009587661,4.612296542,3.98E-06,4.66E-05
AT4G13820,334.6357324,5.678813584,1.552511645,3.657823503,0.000254366,0.001945188
AT4G13840,80.39317176,3.528104879,0.946948145,3.725763547,0.000194725,0.001536722
AT4G14220,471.8925428,2.694503354,0.388080648,6.943153107,3.83E-12,9.37E-11
AT4G14365,799.8746227,6.062215613,0.42856267,14.14545885,1.99E-45,3.22E-43
AT4G14368,32.90035087,8.592754088,1.669585871,5.146638001,2.65E-07,3.73E-06
AT4G14370,303.6501483,7.77108371,0.642344427,12.09800129,1.08E-33,1.06E-31
AT4G14450,26.40154352,8.274486484,2.187724888,3.782233556,0.000155427,0.001261242
AT4G15120,287.3427397,5.831923541,0.569818789,10.23469857,1.39E-24,8.09E-23
AT4G15130,421.9936415,3.7579438,0.376958423,9.969120134,2.08E-23,1.15E-21
AT4G15150,83.61592422,9.92999477,1.498786803,6.625355087,3.46E-11,7.84E-10
AT4G15270,21.06123757,7.950041644,2.314075909,3.435514631,0.00059143,0.004019716
AT4G15280,17.94376875,7.706940752,2.251960003,3.422325771,0.000620879,0.004191748
AT4G15420,350.3910915,2.062389234,0.455230035,4.530433134,5.89E-06,6.65E-05
AT4G15530,1020.679023,2.779937302,0.388242097,7.160319097,8.05E-13,2.07E-11
AT4G15760,1459.150167,5.154241991,0.241503331,21.34232255,4.60E-101,4.02E-98
AT4G15975,107.6333372,10.3016634,1.389403636,7.414449721,1.22E-13,3.40E-12
AT4G16260,108.7257851,5.504336902,0.758608,7.255838198,3.99E-13,1.06E-11
AT4G16500,494.1584898,2.584774039,0.313068514,8.256256762,1.50E-16,5.33E-15
AT4G16670,353.4366791,5.577606433,0.51290718,10.87449474,1.52E-27,1.08E-25
AT4G16680,1710.817626,6.557140867,0.309755666,21.16875195,1.85E-99,1.55E-96
AT4G16760,1423.433504,2.431599517,0.246389492,9.868925397,5.68E-23,3.09E-21
AT4G16960,59.40736352,3.205001198,1.025367178,3.125710739,0.001773759,0.010367847
AT4G17080,385.0966881,2.063612565,0.433508064,4.760263386,1.93E-06,2.38E-05
AT4G17230,1074.27209,4.01649995,0.314434728,12.77371611,2.30E-37,2.68E-35
AT4G17240,122.2413222,2.676330744,0.598924251,4.468562996,7.87E-06,8.65E-05
AT4G17243,115.6005925,4.517464807,1.153989479,3.914649907,9.05E-05,0.000774845
AT4G17245,115.6005925,4.517464807,1.153989479,3.914649907,9.05E-05,0.000774845
AT4G17250,266.9917614,4.386813875,1.707826869,2.56865257,0.010209476,0.044641525
AT4G17260,514.5905263,3.590964692,0.369497363,9.718512373,2.51E-22,1.33E-20
AT4G17490,794.2544243,7.869748131,2.169166155,3.628006141,0.000285618,0.002148333
AT4G17500,1297.490611,6.245496273,0.301422483,20.72007438,2.28E-95,1.76E-92
AT4G17660,20.16343448,7.884785632,2.342158977,3.366460479,0.000761395,0.005015513
AT4G17900,738.9477949,2.785396315,0.272163847,10.23426273,1.39E-24,8.10E-23
AT4G18170,172.5258858,7.226291062,0.831171669,8.694101747,3.50E-18,1.43E-16
AT4G18190,23.5165192,5.864480558,1.76488555,3.322867343,0.000890973,0.005760646
AT4G18195,69.5404218,8.711028837,1.382132977,6.302598218,2.93E-10,5.96E-09
AT4G18197,130.5458102,6.756909785,0.996451975,6.780968831,1.19E-11,2.82E-10
AT4G18203,28.22637867,8.373034987,2.283311537,3.667057628,0.000245358,0.001885286
AT4G18205,107.1680654,3.578573788,0.678571467,5.27368739,1.34E-07,1.95E-06
AT4G18250,229.9523979,5.927807726,0.568242837,10.43182129,1.77E-25,1.11E-23
AT4G18253,207.1609814,8.889291073,0.97008612,9.163404045,5.03E-20,2.31E-18
AT4G18880,903.221949,3.860715441,0.350306794,11.02095509,3.03E-28,2.26E-26
AT4G18950,413.5263765,2.00959407,0.429478569,4.679148659,2.88E-06,3.45E-05
AT4G18990,26.00880117,8.248002178,1.780538884,4.632306687,3.62E-06,4.26E-05
AT4G19010,98.44981048,2.12923175,0.738076364,2.884839366,0.003916134,0.020251948
AT4G19360,21.50771617,7.974947027,1.831150455,4.35515662,1.33E-05,0.000139176
AT4G19460,277.0047429,6.705349391,0.750960566,8.929029961,4.30E-19,1.85E-17
AT4G19520,384.4423421,2.684845653,0.377766902,7.107148988,1.18E-12,3.02E-11
AT4G19880,510.127705,2.497760402,0.409922873,6.093244769,1.11E-09,2.12E-08
AT4G20000,19.24644782,7.81088889,1.910220808,4.088997909,4.33E-05,0.000401115
AT4G20110,69.18113358,7.898911381,1.273630254,6.201887366,5.58E-10,1.11E-08
AT4G20320,165.4689913,3.000251204,0.728899452,4.116138648,3.85E-05,0.000363338
AT4G20735,47.98952991,5.642625391,1.265630776,4.458350333,8.26E-06,9.01E-05
AT4G20780,118.9000443,4.005526632,0.838570677,4.776611849,1.78E-06,2.21E-05
AT4G20820,17.27010803,5.139597647,1.808633093,2.841702757,0.004487331,0.02268176
AT4G20830,7065.317639,6.088156306,0.190241499,32.00225149,1.01E-224,1.95E-220
AT4G20835,6436.933054,6.049206128,0.202952924,29.80595695,3.27E-195,2.10E-191
AT4G20860,587.5942651,4.202430699,0.298826307,14.06312164,6.40E-45,9.93E-43
AT4G21390,1520.121702,8.61508121,1.570094394,5.486982977,4.09E-08,6.37E-07
AT4G21400,411.9633874,5.922871518,0.532018,11.13284046,8.68E-29,6.85E-27
AT4G21410,231.9999818,2.713517197,0.641117544,4.232480021,2.31E-05,0.000229554
AT4G21680,45.25046442,3.899574187,1.275370947,3.057599983,0.002231172,0.012575578
AT4G21780,62.63688435,2.604059335,0.884341461,2.944631062,0.0032334,0.017240021
AT4G21830,26.19218734,7.279304492,1.663721964,4.375313093,1.21E-05,0.00012803
AT4G21840,43.66005726,8.992016852,1.594856818,5.638134251,1.72E-08,2.83E-07
AT4G21850,169.1564354,6.316185745,0.777997524,8.118516515,4.72E-16,1.60E-14
AT4G21865,40.49039371,4.465916335,1.562339072,2.858480861,0.004256748,0.021721602
AT4G21903,42.81881377,7.979992889,1.700204343,4.69354929,2.69E-06,3.23E-05
AT4G21920,33.98741388,5.14340608,1.116437321,4.606981496,4.09E-06,4.77E-05
AT4G22530,244.892682,3.64136896,0.513663603,7.089014953,1.35E-12,3.43E-11
AT4G22590,604.6798006,5.418515262,0.379040085,14.29536207,2.34E-46,3.95E-44
AT4G22690,1375.466456,5.474620779,0.323130031,16.94246977,2.19E-64,6.68E-62
AT4G22710,873.8047404,13.31841866,1.230506188,10.82352839,2.66E-27,1.86E-25
AT4G22780,275.8740965,2.360578033,0.576744413,4.092936108,4.26E-05,0.000395827
AT4G22960,43.19062756,4.545867068,1.442273651,3.151875557,0.001622254,0.009616613
AT4G23010,494.579505,2.163648143,0.331587235,6.525124964,6.79E-11,1.48E-09
AT4G23015,151.0492483,2.750625427,0.718825177,3.826556882,0.000129948,0.001075803
AT4G23030,73.19939291,5.373076695,0.864160326,6.217684998,5.05E-10,1.01E-08
AT4G23150,16.0672442,7.547628362,2.0968713,3.599471441,0.000318865,0.002373359
AT4G23170,274.0116885,2.418187889,0.539989141,4.478215777,7.53E-06,8.32E-05
AT4G23190,392.495019,3.276087793,0.646197046,5.06979692,3.98E-07,5.42E-06
AT4G23210,213.1684849,7.53439546,0.833249121,9.042188314,1.54E-19,6.75E-18
AT4G23220,400.4507715,7.362861373,1.333702125,5.520619063,3.38E-08,5.33E-07
AT4G23250,508.3423012,3.546037476,0.461295117,7.687134212,1.50E-14,4.54E-13
AT4G23270,301.6200945,2.515654842,0.568733906,4.423254558,9.72E-06,0.000105016
AT4G23310,10.74321085,6.965642865,2.597006628,2.682181397,0.007314379,0.033957347
AT4G23320,23.32862179,4.312770306,1.581508561,2.726997761,0.006391347,0.030315587
AT4G23470,1458.526416,2.898443195,0.26752564,10.83426318,2.37E-27,1.67E-25
AT4G23570,360.5510101,2.642014157,0.406802661,6.494584249,8.33E-11,1.79E-09
AT4G23700,28.03039808,3.705271083,1.315992504,2.815571573,0.004869055,0.02434907
AT4G23810,499.2408216,3.977445023,0.418735861,9.498696888,2.13E-21,1.05E-19
AT4G24026,51.24115976,6.664166703,1.831711497,3.638218526,0.00027453,0.002077108
AT4G24150,35.45008747,6.093530051,1.485450181,4.102143667,4.09E-05,0.000381918
AT4G24160,351.7055672,2.447744245,0.481585004,5.082683688,3.72E-07,5.10E-06
AT4G24380,410.3116913,2.968448323,0.483228392,6.142950978,8.10E-10,1.58E-08
AT4G24570,588.9618369,4.532140979,0.372258814,12.17470429,4.24E-34,4.25E-32
AT4G24920,488.2073126,2.329053082,0.382526739,6.08860203,1.14E-09,2.18E-08
AT4G25030,1981.926154,2.921376182,0.242347754,12.0544801,1.84E-33,1.76E-31
AT4G25070,21.14338132,5.565756926,1.581931948,3.518328922,0.000434274,0.003095889
AT4G25110,21.62839492,7.979844122,1.971686712,4.047217073,5.18E-05,0.000471691
AT4G25200,47.89556162,4.088505037,1.297887782,3.150122141,0.001632022,0.009668563
AT4G25340,504.2659654,2.348939523,0.365581596,6.425212729,1.32E-10,2.76E-09
AT4G25380,50.06498783,9.198384476,1.606386537,5.726133945,1.03E-08,1.77E-07
AT4G25390,435.3388876,4.017490259,0.705611812,5.693626711,1.24E-08,2.10E-07
AT4G25480,13.89535411,7.339318901,2.155336836,3.405184182,0.000661194,0.004425129
AT4G25670,812.2033334,3.024128499,0.255629256,11.83013459,2.73E-32,2.50E-30
AT4G25720,249.4690773,2.552430175,0.442177443,5.772411548,7.81E-09,1.37E-07
AT4G25810,113.2964815,5.634932315,0.90811812,6.205065389,5.47E-10,1.09E-08
AT4G25900,310.4067315,5.605127577,0.445314904,12.58688521,2.49E-36,2.79E-34
AT4G26060,138.6311131,3.155604887,0.977488265,3.228279047,0.001245374,0.007717632
AT4G26120,156.5637842,7.944958888,0.901005118,8.8178843,1.17E-18,4.91E-17
AT4G26220,24.51579767,4.402676021,1.711768864,2.572003799,0.010111178,0.044330961
AT4G26270,177.3912085,2.87429944,0.658170197,4.367106644,1.26E-05,0.000132498
AT4G26910,639.678242,3.230879758,0.311325586,10.37781637,3.13E-25,1.90E-23
AT4G26950,41.99571467,3.439079788,1.087409567,3.162635212,0.001563481,0.009319877
AT4G26990,86.59465793,2.824480491,0.797137209,3.543280204,0.000395183,0.002861728
AT4G27070,220.6175619,2.555004637,0.444793043,5.744254945,9.23E-09,1.60E-07
AT4G27280,964.5596045,3.130673406,0.282280696,11.09063939,1.39E-28,1.07E-26
AT4G27290,8.711679857,6.670416405,2.407236559,2.770985004,0.0055887,0.027191936
AT4G27410,419.297056,3.718150532,0.398031602,9.341345039,9.51E-21,4.52E-19
AT4G27420,9.546235181,6.797771664,2.462750141,2.760236027,0.005775962,0.027919565
AT4G27585,867.2395597,3.73161445,0.378877529,9.849131093,6.91E-23,3.74E-21
AT4G27680,275.6149369,2.376332118,0.453511433,5.239850525,1.61E-07,2.32E-06
AT4G27940,311.8566018,3.657335383,0.671561592,5.446016305,5.15E-08,7.94E-07
AT4G27970,85.24108429,5.510058845,1.080108443,5.101394104,3.37E-07,4.66E-06
AT4G28085,63.1760947,8.559449809,1.495481461,5.723541234,1.04E-08,1.79E-07
AT4G28140,61.96039031,8.531180895,1.42255899,5.99706652,2.01E-09,3.74E-08
AT4G28350,126.0843469,7.38516665,1.0304747,7.166761737,7.68E-13,1.98E-11
AT4G28390,132.8008533,4.968869778,0.688794971,7.213858965,5.44E-13,1.42E-11
AT4G28400,266.5252578,2.29032085,0.592943032,3.862632204,0.000112172,0.00094242
AT4G28460,311.1793908,9.030931824,0.84264811,10.71732283,8.44E-27,5.60E-25
AT4G28550,90.52212957,2.049024623,0.682510587,3.002187309,0.002680472,0.014699066
AT4G28940,27.25635281,8.321276988,1.963570465,4.237829575,2.26E-05,0.000224734
AT4G29050,101.6507459,4.660552552,1.012800069,4.6016511,4.19E-06,4.88E-05
AT4G29610,34.71676859,3.100565267,1.171641368,2.646343285,0.00813672,0.037146093
AT4G29740,34.5152949,5.298448378,1.819169561,2.912564333,0.003584744,0.018800856
AT4G29780,482.3708105,4.794657266,0.364711039,13.14645502,1.78E-39,2.23E-37
AT4G29900,931.6805849,2.82589276,0.271811949,10.3964994,2.57E-25,1.57E-23
AT4G29950,671.6096022,2.560068416,0.311508686,8.218289015,2.06E-16,7.25E-15
AT4G30060,58.95024172,4.653889138,0.878031798,5.300365146,1.16E-07,1.71E-06
AT4G30090,13.33902264,5.397486099,1.793532874,3.009415762,0.002617507,0.01444734
AT4G30210,3536.500155,3.025055133,0.217078307,13.93531751,3.86E-44,5.86E-42
AT4G30270,135.3656327,4.103760397,0.785545296,5.224091365,1.75E-07,2.51E-06
AT4G30280,122.8640986,5.101819943,0.897977124,5.681458697,1.34E-08,2.25E-07
AT4G30340,85.91368823,2.896118513,0.680271899,4.257295525,2.07E-05,0.0002083
AT4G30350,602.7462147,2.182303968,0.274619953,7.946632968,1.92E-15,6.24E-14
AT4G30370,30.95033683,7.541038919,1.589236995,4.745068823,2.08E-06,2.55E-05
AT4G30390,188.8547537,2.482285582,0.474934659,5.226583356,1.73E-07,2.48E-06
AT4G30430,22.89155364,8.059474414,1.93091788,4.173908428,2.99E-05,0.000289608
