,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT5G48970,244.100723,2.290915516,0.570404667,4.016298691,5.91E-05,0.000531077
AT5G49070,21.73119252,7.985373748,2.424901726,3.293071081,0.000990994,0.006325838
AT5G49200,24.98870342,7.213033623,1.831836105,3.937597694,8.23E-05,0.000710376
AT5G49690,57.25265625,3.820013889,1.075741183,3.551052938,0.000383693,0.002791129
AT5G49700,248.9673749,3.412645224,0.653948411,5.218523611,1.80E-07,2.58E-06
AT5G49760,429.4122347,3.21426906,0.365282947,8.799395346,1.38E-18,5.78E-17
AT5G50120,28.81261131,5.001899418,1.619545392,3.088458924,0.002011975,0.011508617
AT5G50200,75.48728722,4.028842695,0.999747652,4.02985962,5.58E-05,0.00050576
AT5G50290,25.83863754,3.664960707,1.438537569,2.547698987,0.010843599,0.046841455
AT5G50760,16.18938842,6.557643204,2.511564901,2.610978996,0.009028344,0.040498194
AT5G50780,222.1131776,2.179393378,0.569227878,3.828683488,0.000128831,0.001068389
AT5G51180,455.2903602,2.077186962,0.315093712,6.592283125,4.33E-11,9.73E-10
AT5G51190,336.2433489,4.129376435,0.353197991,11.69139278,1.41E-31,1.24E-29
AT5G51440,367.6128777,6.508537257,0.603866393,10.77810809,4.37E-27,2.97E-25
AT5G51465,199.3698523,11.18864585,1.28969483,8.675421186,4.12E-18,1.68E-16
AT5G51470,22.04107081,7.017870298,1.757297149,3.993559257,6.51E-05,0.000576809
AT5G51630,207.350083,2.089515872,0.526690066,3.967258939,7.27E-05,0.000638124
AT5G51830,1057.204022,4.520519295,0.294809358,15.33370354,4.55E-53,9.63E-51
AT5G52050,139.0461768,5.559503087,2.135852488,2.602943377,0.009242722,0.041229179
AT5G52310,536.6022175,4.157702454,0.457122808,9.095373019,9.43E-20,4.22E-18
AT5G52400,15.96368549,7.55383266,2.193251266,3.444125521,0.00057291,0.003913188
AT5G52570,36.67410509,3.797708662,1.471246962,2.581285645,0.00984331,0.043385397
AT5G52640,551.3097457,2.788104582,0.46294304,6.022565075,1.72E-09,3.22E-08
AT5G52720,17.50427088,7.684925264,2.482688421,3.095404642,0.001965446,0.011292611
AT5G52730,25.02116836,7.208752221,1.852927354,3.890466728,0.000100052,0.000846502
AT5G52750,646.106016,5.115150874,0.53604995,9.542302676,1.40E-21,7.00E-20
AT5G52760,248.2020073,7.922804364,0.784668748,10.09700512,5.70E-24,3.25E-22
AT5G52810,276.368345,3.211389977,0.475583608,6.752524522,1.45E-11,3.40E-10
AT5G52930,13.11851474,7.267773864,2.345819325,3.098181427,0.001947122,0.011214303
AT5G53050,742.3327655,2.832700916,0.309254907,9.159760605,5.20E-20,2.38E-18
AT5G53130,447.1009677,2.019358984,0.407214761,4.958953302,7.09E-07,9.27E-06
AT5G53750,147.0377841,2.494554552,0.839354934,2.971990099,0.002958762,0.015983793
AT5G53830,570.6070487,2.60341729,0.413668832,6.293481854,3.10E-10,6.30E-09
AT5G53840,11.57362555,7.089062684,2.752639966,2.575368654,0.01001333,0.044013832
AT5G53870,25.90227891,6.038374088,1.659234015,3.639254037,0.000273429,0.002070402
AT5G54100,808.8774767,6.105710726,0.561404377,10.87578041,1.50E-27,1.07E-25
AT5G54270,3619.978617,2.154608005,0.239875043,8.982209979,2.65E-19,1.15E-17
AT5G54450,84.28395842,9.947255163,1.375306029,7.232757622,4.73E-13,1.25E-11
AT5G54490,349.6985523,6.38417449,0.453759037,14.06952583,5.85E-45,9.15E-43
AT5G54560,12.91851694,6.284037579,1.995669175,3.148837321,0.001639214,0.009705197
AT5G54710,300.7449413,5.369745938,0.44681892,12.01772283,2.87E-33,2.73E-31
AT5G54720,248.6243055,4.427815889,0.775088082,5.712661558,1.11E-08,1.90E-07
AT5G54810,2707.920874,2.903894914,0.246130602,11.7981872,3.99E-32,3.64E-30
AT5G54840,311.9799615,2.323077912,0.469896469,4.943807977,7.66E-07,9.94E-06
AT5G54860,185.9802946,3.180185796,0.593219656,5.360890802,8.28E-08,1.25E-06
AT5G54910,281.5666133,2.788620916,0.491584984,5.672713787,1.41E-08,2.35E-07
AT5G55150,212.2293482,8.145321891,0.884521006,9.208737656,3.30E-20,1.54E-18
AT5G55200,324.3227193,2.779453403,0.359620489,7.728851631,1.09E-14,3.32E-13
AT5G55950,55.59439538,2.219291665,0.763343906,2.907328725,0.003645299,0.019082055
AT5G56050,160.1950068,3.345342664,0.547250868,6.112996543,9.78E-10,1.89E-08
AT5G56350,1053.519881,3.023425784,0.403504539,7.492916409,6.74E-14,1.93E-12
AT5G56510,67.50036168,8.66439389,1.462733026,5.923428085,3.15E-09,5.76E-08
AT5G56960,137.2270112,8.852085629,1.132207458,7.818430768,5.35E-15,1.69E-13
AT5G56980,648.0439647,3.868852564,0.448432766,8.62749749,6.27E-18,2.50E-16
AT5G56985,212.0418377,3.652990246,0.576281578,6.338898183,2.31E-10,4.74E-09
AT5G57010,35.27670546,4.815981314,1.21665852,3.958367311,7.55E-05,0.000658746
AT5G57035,466.9934925,2.854429663,0.31160671,9.160360074,5.17E-20,2.37E-18
AT5G57123,129.9443921,9.601723861,1.305764852,7.353333063,1.93E-13,5.23E-12
AT5G57140,272.0730724,2.877273457,0.701538996,4.101373516,4.11E-05,0.000382821
AT5G57190,182.8812127,2.843288587,0.636182723,4.469295508,7.85E-06,8.62E-05
AT5G57220,351.220486,5.845037319,0.685725229,8.523876722,1.54E-17,5.92E-16
AT5G57480,156.9368935,3.574171131,0.522643074,6.838646311,7.99E-12,1.91E-10
AT5G57500,516.1916821,3.874290466,0.408295595,9.488935258,2.33E-21,1.14E-19
AT5G57510,208.8253295,5.462087448,0.66145741,8.257655538,1.49E-16,5.29E-15
AT5G57560,525.5936702,4.824895786,0.470728614,10.24984596,1.19E-24,6.93E-23
AT5G57640,52.21547068,2.313851359,0.830161637,2.787229928,0.005316075,0.02616977
AT5G57710,1798.241918,2.117280667,0.242908362,8.716376222,2.87E-18,1.19E-16
AT5G58210,193.9356422,2.885628824,0.683628608,4.221047495,2.43E-05,0.000240521
AT5G58430,1133.264944,3.223659448,0.2480983,12.99347657,1.33E-38,1.64E-36
AT5G58680,28.4174875,3.741815856,1.087737506,3.439998928,0.000581716,0.003963497
AT5G58690,113.6272583,2.445077863,0.951982868,2.568405322,0.010216762,0.0446544
AT5G59220,34.04629579,5.801528069,1.449688981,4.001912234,6.28E-05,0.000559908
AT5G59450,894.8534308,3.440571231,0.283071776,12.15441285,5.44E-34,5.42E-32
AT5G59510,64.54598189,9.559437842,1.421303872,6.725822698,1.75E-11,4.03E-10
AT5G59530,48.87876067,7.393504326,1.324640524,5.581517546,2.38E-08,3.86E-07
AT5G59540,1628.215549,3.464001924,0.279782395,12.38105753,3.31E-35,3.42E-33
AT5G59550,657.8481054,3.490332272,0.311218256,11.21506274,3.44E-29,2.78E-27
AT5G59570,192.2009948,2.138550254,0.48525998,4.407019624,1.05E-05,0.000112381
AT5G59680,275.8636368,10.68974272,1.247860205,8.566458549,1.07E-17,4.17E-16
AT5G59700,39.76551517,3.332500034,1.302325339,2.558884431,0.010500864,0.045687305
AT5G59730,619.0969528,2.512149088,0.352554353,7.125565366,1.04E-12,2.64E-11
AT5G59820,343.9027533,5.426319064,0.440478793,12.31913806,7.15E-35,7.28E-33
AT5G60250,30.69606264,4.186706218,1.339833818,3.124795152,0.001779289,0.010390703
AT5G60270,193.4437499,3.678928644,0.526590145,6.986322627,2.82E-12,6.95E-11
AT5G60300,253.8073605,2.075507718,0.448110362,4.631688736,3.63E-06,4.27E-05
AT5G60350,33.43716746,8.60775878,1.640729203,5.24630071,1.55E-07,2.24E-06
AT5G60700,362.6923534,2.093443078,0.381827436,5.48269422,4.19E-08,6.51E-07
AT5G60790,2544.334726,2.258649449,0.194024206,11.64107047,2.55E-31,2.20E-29
AT5G60800,1306.250449,3.07196215,0.358901337,8.559349967,1.14E-17,4.40E-16
AT5G60950,23.2501144,4.466474474,1.617575475,2.7612155,0.005758666,0.027842957
AT5G61010,1089.891052,4.94934801,0.302513684,16.3607409,3.65E-60,9.75E-58
AT5G61160,128.6989331,5.542434891,0.735401075,7.536615164,4.82E-14,1.39E-12
AT5G61210,1224.480768,2.883206765,0.273638268,10.53656268,5.86E-26,3.79E-24
AT5G61560,360.5651139,2.980186441,0.551063942,5.408059238,6.37E-08,9.69E-07
AT5G61600,357.3773234,2.034664437,0.470522408,4.324266818,1.53E-05,0.000158117
AT5G61770,264.6464747,2.194314525,0.480912987,4.56280987,5.05E-06,5.78E-05
AT5G61900,479.7157032,2.697913902,0.523208056,5.156483874,2.52E-07,3.55E-06
AT5G62020,114.3575047,3.261513157,0.645102056,5.055809583,4.29E-07,5.82E-06
AT5G62070,329.8630386,2.70310953,0.412162993,6.558350887,5.44E-11,1.20E-09
AT5G62150,107.6217335,5.196430604,1.102154833,4.71479183,2.42E-06,2.92E-05
AT5G62480,896.4464295,9.123831279,1.130605689,8.069861466,7.04E-16,2.36E-14
AT5G62490,9.937208485,5.892469376,2.183821603,2.698237515,0.006970769,0.032597997
AT5G62570,463.4970443,2.431986655,0.360762892,6.741232843,1.57E-11,3.65E-10
AT5G62770,143.0129136,3.091460197,0.569938573,5.424198933,5.82E-08,8.90E-07
AT5G62830,29.16542256,8.418389105,1.690956097,4.978478815,6.41E-07,8.48E-06
AT5G62865,77.52998714,4.855322451,0.984498161,4.931774019,8.15E-07,1.05E-05
AT5G63160,466.049217,2.071646982,0.406565752,5.095478333,3.48E-07,4.79E-06
AT5G63225,10.55477075,6.940840101,2.347263793,2.956991934,0.003106562,0.016669951
AT5G63370,1986.917729,2.605253762,0.283146747,9.201072541,3.54E-20,1.65E-18
AT5G63375,184.6789709,3.345643415,0.616778439,5.424384521,5.82E-08,8.90E-07
AT5G63970,293.1313147,2.050981221,0.586029271,3.499793136,0.000465619,0.003287689
AT5G64120,1199.878662,5.021645385,0.43296929,11.59815604,4.21E-31,3.60E-29
AT5G64170,97.45978529,2.710902227,0.810005338,3.346770817,0.000817588,0.005345424
AT5G64230,65.85025646,4.115132856,0.92196908,4.463417423,8.07E-06,8.84E-05
AT5G64260,433.5240413,2.456898296,0.373972373,6.569732071,5.04E-11,1.12E-09
AT5G64660,286.1739838,2.008487519,0.349043107,5.754267826,8.70E-09,1.52E-07
AT5G64700,256.5017202,2.071038661,0.390246124,5.307006351,1.11E-07,1.65E-06
AT5G64750,289.2972117,6.453434804,1.35190504,4.773585877,1.81E-06,2.24E-05
AT5G64790,57.7217831,9.401141519,1.467768543,6.405057232,1.50E-10,3.13E-09
AT5G64810,632.8863698,9.530331549,1.540713109,6.185662659,6.18E-10,1.22E-08
AT5G64870,181.3673132,4.683389925,0.797234127,5.874547724,4.24E-09,7.67E-08
AT5G64890,89.77518994,10.03587811,1.362698792,7.364707571,1.78E-13,4.82E-12
AT5G64905,114.2465613,9.431933907,1.395954557,6.756619592,1.41E-11,3.32E-10
AT5G65140,329.0761592,3.258737694,0.422390784,7.714982948,1.21E-14,3.69E-13
AT5G65280,64.46985846,2.365743986,0.70461171,3.357514435,0.000786466,0.005161236
AT5G65300,117.5583197,4.148199315,0.655175581,6.3314315,2.43E-10,4.96E-09
AT5G65600,383.8204438,9.778831312,0.917655507,10.65632063,1.63E-26,1.07E-24
AT5G65609,55.35723701,3.47697327,0.926124736,3.754325021,0.000173809,0.00139395
AT5G66040,373.0687846,2.299940977,0.510518091,4.505111604,6.63E-06,7.41E-05
AT5G66070,229.4078959,2.294915177,0.588394508,3.900300131,9.61E-05,0.000817156
AT5G66210,727.8105547,2.610918787,0.293780712,8.887304983,6.26E-19,2.65E-17
AT5G66390,79.57625534,4.644220169,1.191929976,3.896386753,9.76E-05,0.000829001
AT5G66400,87.29091935,9.994484587,1.366961332,7.311461088,2.64E-13,7.08E-12
AT5G66480,155.1176357,4.933085093,0.743307524,6.636667778,3.21E-11,7.27E-10
AT5G66490,47.82345113,3.922357539,1.076592949,3.643305991,0.000269159,0.002042888
AT5G66620,151.9086617,2.717273542,0.684439365,3.970071978,7.19E-05,0.000630925
AT5G66630,60.91167032,6.247338497,1.106471147,5.646182925,1.64E-08,2.72E-07
AT5G66631,190.9802018,3.898322892,0.892434334,4.368190176,1.25E-05,0.000131914
AT5G66640,689.036356,8.135197299,0.537654846,15.13089181,1.01E-51,2.05E-49
AT5G66650,281.6710171,5.801569219,0.677688682,8.560817628,1.12E-17,4.36E-16
AT5G66658,66.36726716,4.226613119,0.829289931,5.096665184,3.46E-07,4.76E-06
AT5G66675,540.2215942,3.672712591,0.355457722,10.33234718,5.03E-25,3.02E-23
AT5G66850,496.2852419,2.048458869,0.318771084,6.426112566,1.31E-10,2.75E-09
AT5G67080,408.8735191,11.25838788,1.242771642,9.059096214,1.32E-19,5.81E-18
AT5G67210,208.8378369,2.56609404,0.467808852,5.485347341,4.13E-08,6.43E-07
AT5G67310,75.47533227,4.386147213,0.797215923,5.501830918,3.76E-08,5.88E-07
AT5G67340,187.9961529,3.384844351,0.619776162,5.461398096,4.72E-08,7.31E-07
AT5G67430,26.39550937,8.273444015,1.833642337,4.512027153,6.42E-06,7.20E-05
AT5G67630,418.5743852,2.017298038,0.33119685,6.090933656,1.12E-09,2.15E-08
ATMG00720,21.37807109,4.002568682,1.551084682,2.580496557,0.009865834,0.043464768
